epoch,train_loss,train_l_r,train_l_h,train_l_c,val_loss,val_l_r,val_l_h,val_l_c,val_H_MAE_mm,val_r_MAE_mm,lr,elapsed_s
1,1.325363,0.288305,0.302999,0.128061,1.566489,0.344979,0.255224,0.455837,106.32,21.522,2.53e-04,1
2,0.989121,0.124801,0.249725,0.115146,0.887312,0.174640,0.138863,0.296083,75.44,15.780,5.00e-06,1
